row_id,column,dirty_value,correct_value,mask,decision,reason
0,subject_location,usa,england,1,1,Location swapped to a different country (USA vs England).
0,value,214,213,1,-1,Single-unit numeric drift (214 vs 213).
5,subject_location,"austin , tx ,","baton rouge , la",1,1,Location swapped to a different city and state.
6,subject_entity,miami,washington,1,1,Subject entity swapped to a different team (Miami vs Washington).
10,subject_entity,cleveland browns,cleveland browns,1,-1,No change between dirty and correct values.
11,subject_location,melbourne,melbourne,1,-1,No change between dirty and correct values.
11,value,104,96,1,1,"Value changed significantly (104 to 96), altering the fact."
17,subject_entity,toronto maple leafs,toronto maple leafs,1,-1,No change between dirty and correct values.
17,subject_location,washington,washington d.c.,1,-1,Abbreviation of location ('washington' for 'washington d.c.').
26,subject_location,dallas,dallas,1,-1,No change between dirty and correct values.
30,subject_location,boston,atlanta,1,1,"Location swapped from 'boston' to 'atlanta', a different city."
32,subject_location,finland,N/A,1,1,A specific location 'finland' was removed and replaced with 'N/A'.
35,subject_entity,minnesota golden gophers,minnesota golden gophers,1,-1,No actual change between dirty and correct values.
35,subject_type,Team,Team,1,-1,No actual change between dirty and correct values.
35,subject_location,minneapolis,minneapolis,1,-1,No actual change between dirty and correct values.
38,subject_entity,los angeles rams,game,1,1,Entity swapped from a specific team ('los angeles rams') to a generic noun ('game').
38,value,least 80532,much lower than 80532,1,1,"Comparator flipped from 'at least' to 'much lower than', a direct contradiction."
40,subject_entity,boston celtics,Cleveland Cavaliers,1,1,Entity swapped from one team ('boston celtics') to a different one.
40,subject_location,quicken loan arena,cleveland,1,-1,"Change in location specificity (venue to city), not a different place."
44,value,5304,"much higher (e.g., 60,000+)",1,1,"Value changed by an order of magnitude (5304 vs 60,000+)."
45,subject_location,chicago,not necessarily Chicago,1,1,The change from a specific place to a negation alters the meaning.
47,subject_location,florida,houston,1,1,Location swapped to a completely different place (Florida vs. Houston).
48,subject_entity,david patrick,france,1,1,Entity swapped from a person ('david patrick') to a country ('france').
48,subject_type,Team,Venue,1,1,Subject type changed to a semantically different category (Team vs Venue).
48,subject_location,bokskogens,sweden,1,-1,"Change in location specificity (venue to country), not a different place."
50,subject_location,melbourne,melbourne,1,-1,No actual change between dirty and correct values.
52,subject_location,oklahoma,oklahoma,1,-1,No actual change between dirty and correct values.
55,subject_location,ottawa,canada,1,1,"Location changed from a country to a city, a significant scope change."
57,subject_entity,blue jays,N/A,1,1,A specific entity was fabricated where none existed (N/A).
57,subject_location,toronto,N/A,1,1,A specific location was fabricated where none existed (N/A).
58,subject_type,Team,Athlete,1,1,Semantic type swap from Athlete to Team.
58,subject_location,toronto,Not mentioned in claim text,1,1,A specific location was fabricated where none was mentioned.
60,subject_location,australia,united states,1,1,Location swapped to a different country (Australia vs United States).
61,subject_entity,trenton speedway,trenton speedway,1,-1,No change in value.
61,subject_type,Event,Track,1,1,Semantic type swap from Event to Track.
61,subject_location,new jersey,new jersey,1,-1,No change in value.
62,subject_location,serbia,ukraine,1,1,Location swapped to a different country (Serbia vs Ukraine).
63,subject_entity,michael phelps,US swimmer,1,1,Entity swapped from a specific person to a generic description.
63,subject_type,Athlete,Country,1,1,Semantic type swap from Athlete to Country.
63,subject_location,usa,france,1,1,Location swapped to a different country (USA vs France).
65,subject_location,birmingham,liverpool,1,1,Location swapped to a different city (Birmingham vs Liverpool).
70,subject_location,essendon victoria,melbourne,1,-1,"Essendon is a suburb of Melbourne; this is a specificity change, not a swap."
70,value,109,109,1,-1,"The value is identical, not an error."
71,value,100000,94000,1,1,Large numeric change (100000 vs 94000) alters the fact.
73,subject_type,Team,Team,1,-1,"The type is identical, not an error."
73,subject_location,toronto,new york,1,1,Location swapped to a different city (Toronto vs New York).
74,subject_location,tennessee,oregon,1,1,Location swapped to a different state (Tennessee vs Oregon).
79,subject_location,cleveland,pittsburgh,1,1,Location swapped to a different city (Cleveland vs Pittsburgh).
81,subject_entity,blue jays,None,1,1,"Entity removed (blue jays → None), a meaning-altering change."
81,subject_location,toronto,None,1,1,"Location removed (toronto → None), a meaning-altering change."
84,value,65407,23600,1,1,Large numeric jump (65407 → 23600) alters the fact.
86,subject_location,san francisco,los angeles,1,1,Location swapped to a different city (san francisco → los angeles).
86,value,920,42920,1,1,Large numeric jump (920 → 42920) alters the fact.
89,value,3,3,1,-1,No change in value; trivial drift.
90,subject_entity,detroit pistons,detroit pistons,1,-1,"No change in entity name, trivial error."
90,subject_location,atlanta,chicago,1,1,Location swapped from one distinct city (Atlanta) to another (Chicago).
93,subject_entity,new york titans,oakland,1,1,Subject entity swapped to a completely different team.
93,subject_location,Oakland,oakland,1,-1,"Trivial case change, the location is the same."
98,value,exact 20000,typically much higher than 20000,1,1,Value changed from an exact number to a contradictory qualitative description.
101,subject_type,Team,Team,1,-1,"No change in value, trivial error."
101,subject_location,melbourne,melbourne,1,-1,"No change in value, trivial error."
101,value,10680,unknown (but much higher),1,1,"A specific number was replaced with a qualitative description, altering the fact."
103,subject_entity,ernie el,ernie els,1,-1,Simple spelling typo (el → els).
104,subject_entity,mhc plastika,mhc plastika nitra,1,-1,"Partial name expanded to full name, same entity."
106,subject_location,north carolina,charlotte,1,1,Location swapped from a state to a city.
109,subject_entity,blue jays,the game,1,1,Entity swapped from a specific team ('blue jays') to a generic concept.
109,subject_type,Team,Game,1,1,Semantic type changed from Team to Game.
109,subject_location,toronto,not specified,1,1,Specific location ('toronto') was removed.
109,value,103,1,1,1,Large numeric jump (103 → 1) alters the fact.
110,subject_location,toronto,new york,1,1,Location swapped to a different city (Toronto → New York).
114,subject_location,dallas,dallas,1,-1,No actual change in value; marked as error.
114,value,20228,37,1,1,Large numeric jump (20228 → 37) alters the fact.
116,subject_entity,blue jays,N/A,1,1,Specific entity ('blue jays') inserted where none existed ('N/A').
116,subject_location,toronto,N/A,1,1,Specific location ('toronto') inserted where none existed ('N/A').
117,subject_entity,blue jays,not mentioned in claim text,1,1,A specific entity was inserted where none was mentioned.
117,subject_location,toronto,not mentioned in claim text,1,1,A specific location was inserted where none was mentioned.
120,subject_entity,detroit red wings,detroit red wing,1,-1,Trivial pluralization difference (wings vs wing).
120,subject_type,Team,League,1,1,Semantic type swap from Team to League.
120,subject_location,new york,united states,1,1,Location swapped to a different place (new york vs united states).
122,subject_entity,cleveland brown,unnamed opponent team,1,1,Entity swapped from a specific team to a generic one.
124,subject_type,Team,Athlete,1,1,Semantic type swap from Team to Athlete.
125,subject_location,tennessee,None,1,1,An incorrect location was added where none should exist.
128,subject_entity,manchester united f.c,None,1,1,An incorrect entity was added where none should exist.
128,subject_location,lincoln city,None,1,1,An incorrect location was added where none should exist.
131,subject_location,everton,liverpool,1,1,Location swapped from the team name ('everton') to the city ('liverpool').
132,subject_entity,fulham,swansea city,1,1,Subject entity swapped to a completely different team (fulham → swansea city).
138,subject_entity,winnipeg jets,winnipeg,1,-1,"Alias/abbreviation, 'winnipeg jets' and 'winnipeg' refer to the same team."
140,subject_location,dallas,multiple locations,1,1,Location swapped from a specific city to a different concept.
141,subject_entity,pittsburgh steelers,three river stadium,1,1,Entity swapped from a team to a stadium.
141,subject_type,Team,Stadium,1,1,"Type changed from Team to Stadium, a different category."
141,subject_location,pennsylvania,pittsburgh,1,1,Location changed from a state to a city.
143,subject_type,Athlete,Team,1,1,"Type swapped from Athlete to Team, a different category."
143,subject_location,california,new york,1,1,Location swapped to a different state.
145,subject_location,australia,england,1,1,Location swapped to a different country.
147,subject_type,Team,County,1,1,"Type swapped from Team to County, a different category."
150,subject_entity,manchester united f.c,manchester city,1,1,"Swapped to a different, rival team (Man Utd vs Man City)."
150,subject_location,manchester,manchester,1,-1,No actual change in value.
152,subject_location,washington,boston,1,1,Location swapped to a different city (Washington → Boston).
154,subject_location,minnesota,dallas cowboys,1,1,Swapped to a different team (Minnesota → Dallas Cowboys).
154,value,210,161,1,1,Large numeric change (210 → 161) alters the fact.
156,subject_entity,devin gardner,northwestern,1,1,Entity swapped from a person to a team.
156,subject_type,Athlete,Team,1,1,"Type changed from Athlete to Team, a different semantic category."
156,subject_location,northwestern,michigan,1,1,Location swapped to a different university/team.
158,subject_type,Event,Event,1,-1,No actual change in value.
159,subject_entity,raptors,None,1,1,"Entity was removed (Raptors → None), altering the fact."
159,subject_location,toronto,None,1,1,"Location was removed (Toronto → None), altering the fact."
