row_id,column,dirty_value,correct_value,mask,decision,reason
0,subject_location,usa,england,1,1,location swapped to different place
0,value,214,213,1,1,value changed to different quantity
5,subject_location,"austin , tx ,","baton rouge , la",1,1,location swapped to different place
6,subject_entity,miami,washington,1,1,subject entity swapped to different entity
10,subject_entity,cleveland browns,cleveland browns,1,-1,no change
11,subject_location,melbourne,melbourne,1,-1,guard_fallback
11,value,104,96,1,1,different quantity
17,subject_entity,toronto maple leafs,toronto maple leafs,1,-1,guard_fallback
17,subject_location,washington,washington d.c.,1,-1,trivial abbreviation
26,subject_location,dallas,dallas,1,-1,no change
30,subject_location,boston,atlanta,1,-1,typo/trivial drift
32,subject_location,finland,N/A,1,1,meaning-altering manipulation
35,subject_entity,minnesota golden gophers,minnesota golden gophers,1,-1,no change
35,subject_type,Team,Team,1,-1,no change
35,subject_location,minneapolis,minneapolis,1,-1,no change
38,subject_entity,los angeles rams,game,1,1,subject_entity swapped
38,value,least 80532,much lower than 80532,1,1,meaning-altering manipulation
40,subject_entity,boston celtics,Cleveland Cavaliers,1,1,entity swapped to different team
40,subject_location,quicken loan arena,cleveland,1,1,location swapped to different place
44,value,5304,"much higher (e.g., 60,000+)",1,1,value changed to different quantity
45,subject_location,chicago,not necessarily Chicago,1,-1,trivial location detail change
47,subject_location,florida,houston,1,1,location swapped to different place
48,subject_entity,david patrick,france,1,1,entity swapped to different entity
48,subject_type,Team,Venue,1,1,type changed to different category
48,subject_location,bokskogens,sweden,1,1,location swapped to different place
50,subject_location,melbourne,melbourne,1,-1,no change
52,subject_location,oklahoma,oklahoma,1,-1,no change
55,subject_location,ottawa,canada,1,1,different location
57,subject_entity,blue jays,N/A,1,1,different entity
57,subject_location,toronto,N/A,1,1,different location
58,subject_type,Team,Athlete,1,1,different type
58,subject_location,toronto,Not mentioned in claim text,1,1,different location
60,subject_location,australia,united states,1,1,location swapped to different place
61,subject_entity,trenton speedway,trenton speedway,1,-1,guard_fallback
61,subject_type,Event,Track,1,1,type changed to semantically different category
61,subject_location,new jersey,new jersey,1,-1,guard_fallback
62,subject_location,serbia,ukraine,1,1,location swapped to different place
63,subject_entity,michael phelps,US swimmer,1,1,subject entity swapped to different entity
63,subject_type,Athlete,Country,1,1,type changed to semantically different category
63,subject_location,usa,france,1,1,location swapped to different place
65,subject_location,birmingham,liverpool,1,1,location swapped to different place
70,subject_location,essendon victoria,melbourne,1,-1,trivial location drift
70,value,109,109,1,-1,guard_fallback
71,value,100000,94000,1,1,large numeric change
73,subject_type,Team,Team,1,-1,guard_fallback
73,subject_location,toronto,new york,1,1,different location
74,subject_location,tennessee,oregon,1,1,different location
79,subject_location,cleveland,pittsburgh,1,1,different location
81,subject_entity,blue jays,None,1,1,subject_entity swapped to a DIFFERENT entity
81,subject_location,toronto,None,1,1,subject_location swapped to a DIFFERENT place
84,value,65407,23600,1,1,value changed to a DIFFERENT quantity that alters the fact
86,subject_location,san francisco,los angeles,1,1,subject_location swapped to a DIFFERENT place
86,value,920,42920,1,1,value changed to a DIFFERENT quantity that alters the fact
89,value,3,3,1,-1,no actual error
90,subject_entity,detroit pistons,detroit pistons,1,-1,guard_fallback
90,subject_location,atlanta,chicago,1,1,location swapped to a different place
93,subject_entity,new york titans,oakland,1,1,subject entity swapped to a different entity
93,subject_location,Oakland,oakland,1,-1,case only
98,value,exact 20000,typically much higher than 20000,1,1,value changed to a different quantity
101,subject_type,Team,Team,1,-1,guard_fallback
101,subject_location,melbourne,melbourne,1,-1,guard_fallback
101,value,10680,unknown (but much higher),1,1,value changed to a different quantity
